"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","dvcode","vcode","aeu","hhweightR2","popweightR2","hhsize_India_grp","hhsize_FAO_I","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_I"
1927,7,4,3,0,0,3,2,0,0,8,2390.18204314777,120.174417446766,122.666746003442,192.059309085014,671388.55433838,13346.8274264124,3,3.4,72,1,2,0,0,1,0,1,17.4028752227233,297.297857533166,53,2,0,0,1,0,0,16.3665377044112,306.241167234097,1012.69230769231,144.67032967033,297.850678733032,85,45,32.5,130,12.1428571428571,25,18.5714285714286,38.2352941176471,0.113766408616627,1142.69230769231,9,0,0,0,50,38131553101,4.84999996423721,6715.8701171875,47011.08984375,4.99,3.81470753194332,4.63184700990393,4.67562086250374,4.59387797333227,3.774583706446
1928,6,5,1,0,0,1,3,0,0,9,4793002.06848062,145620.187540206,85359.376270803,1092736.48183324,408048.252704579,53701.3219809906,3,3.3,63,1,2,0,0,1,0,1,22.4990664892996,837134.190169026,58,2,0,0,1,0,1,16.4794156574351,748673.525859657,9699.65384615385,1616.60897435897,2939.28904428904,50,1000,37.5,1050,8.33333333333333,15.1515151515152,175,318.181818181818,0.0976775638571546,10749.6538461538,8,0,0,0,50,38131553101,5.0699999332428,6715.8701171875,40295.21875,4.99,4.44994395659544,5.01608737322805,4.93985654661113,4.90132977719393,4.42195832085201
1929,5,4,1,0,1,0,2,0,0,4,9632.77299244207,303.488235462223,90.4021496291302,1888.2435425141,949.236635812542,81.8531652850261,3,2.8,43,1,2,0,1,0,0,1,23.9218673456754,861.356526839702,30,2,0,1,0,1,1,16.1648536972106,548.315240835544,2001.53846153846,400.307692307692,714.835164835165,255,1512.13571428571,137.5,1767.13571428571,51,91.0714285714286,353.427142857143,631.119897959184,0.468901165726076,3768.67417582418,10,0,0,0,50,38131553101,3.78999996185303,6715.8701171875,33579.3515625,3.81,3.32331529363141,3.61403590997357,3.68090077554423,3.60700825176936,3.2270116775391
1930,6,NA,NA,0,NA,NA,NA,0,0,0,1865.15463680058,41.3516247059053,75528.8877066271,136606.971410802,875.447956140903,14.628230066946,3,NA,48,1,2,0,0,1,0,1,18.1966673992092,413.67537135189,39,2,0,1,0,0,1,15.9224568103359,340.366432722664,2728.26923076923,454.711538461539,NA,70,1120.66666666667,48.1166666666667,1190.66666666667,11.6666666666667,NA,198.444444444444,NA,0.303823971054414,3918.9358974359,10,0,0,0,50,38131553101,4.62999993562698,6715.8701171875,33579.3515625,4.72,3.99538729146004,4.83462279976715,4.80421896697515,4.67398326425068,3.77569286632465
1931,4,NA,NA,0,NA,NA,NA,0,0,1,16387.1222404386,88.1494431451613,1034.78884222634,382.647646587897,422.280554987593,31.0655754962422,3,NA,48,1,2,0,0,1,0,0,21.5638031478653,15604.8700929953,39,2,0,0,1,0,1,23.0666666666667,362.371041879068,942.5,235.625,NA,250,1184.90476190476,0,1434.90476190476,62.5,NA,358.72619047619,NA,0.603559303362009,2377.40476190476,8,0,0,0,50,38131553101,2.51999998092651,6715.8701171875,20147.609375,2.88,2.34832408977789,2.52436266336141,2.48369022311231,2.35505723161846,2.21247432994803
1932,3,1,2,0,1,1,0,0,0,6,97800.6197576108,1710.45830091764,2869.1397445679,16024.18246107,64245.6952561297,616.02357113698,3,1.6,33,2,2,0,1,0,0,1,20.865851543531,32335.674746963,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480.96153846154,493.653846153846,925.600961538461,125,383.066666666667,262.166666666667,508.066666666667,41.6666666666667,78.125,169.355555555556,317.541666666667,0.255434621468286,1989.0282051282,9,0,0,0,50,38131553101,2.1599999666214,6715.8701171875,20147.609375,2.62,1.91043536515528,2.19347211112076,2.2881280231859,2.15355808001645,1.78462428491577
1933,7,NA,NA,0,NA,NA,NA,1,0,0,63145.8931447866,17182.0061622842,1706.74759117673,30893.8931850595,49688.2064144083,114.648243802413,3,NA,58,1,2,0,0,1,0,1,17.5367839980408,18150.2367138769,56,2,0,1,0,0,1,18.4732818128936,7528.08848565966,1039.23076923077,148.461538461538,NA,940,1146.14285714286,1172.60769230769,2086.14285714286,134.285714285714,NA,298.020408163265,NA,0.667485909376989,3125.37362637363,11,0,0,0,50,38131553101,5.15999987721443,6715.8701171875,40295.21875,5.25,5.0949860625493,5.54468556319139,5.54468556319139,5.23236794100524,4.83318357209559
1934,5,3,2,0,1,1,1,0,0,8,2559230.82074938,9720.26618704384,98.0598641471129,215307.347489109,1444943.34094975,21.0747121340903,3,2.6,45,1,2,0,0,1,0,1,20.9327428450372,729199.478485449,32,2,0,1,0,0,1,24.227921796797,556108.788784536,2837.51923076923,567.503846153846,1091.35355029586,275,1103.98095238095,55,1378.98095238095,55,105.769230769231,275.79619047619,530.377289377289,0.327043968334588,4216.50018315018,10,0,0,0,50,38131553101,3.66999995708466,6715.8701171875,33579.3515625,4.2,3.28577427987026,3.68949220026526,3.68949220026526,3.63959826240129,3.23751379015792
1935,4,2,2,0,2,0,0,0,0,2,57020.405372849,1257.47708816285,1003.57113904249,9068.38314089074,1049290.34237329,570.983783052699,3,2.1,33,1,2,0,0,1,0,0,19.0490312130969,9634.20532145721,31,2,0,1,0,0,1,21.6752856536249,18720.091482937,528.442307692308,132.110576923077,251.639194139194,440,4.2,462.142857142857,444.2,110,209.52380952381,111.05,211.52380952381,0.456694096572778,972.642307692308,10,0,0,0,50,38131553101,3.11999994516373,6715.8701171875,26863.48046875,3.69,2.8358783820877,3.05097819505824,2.98968727525945,2.94269946475458,2.85158216357246
1936,4,2,2,0,1,1,0,1,0,6,532738.104905842,10559.2973966327,2377.6277572449,121651.076873939,22476.8040489524,6374.09105814,3,2.1,40,1,2,0,0,0,0,1,24.3925227918832,176034.857220043,33,2,0,0,1,0,1,23.7297776103208,166524.749975342,2717.65384615385,679.413461538462,1294.12087912088,210,467.885714285714,4,677.885714285714,52.5,100,169.471428571429,322.802721088435,0.199640057852237,3395.53956043956,8,0,0,0,50,38131553101,3.03999999165535,6715.8701171875,26863.48046875,3.41,3.19248103453962,3.28215812111623,3.28605020737836,3.21542685100871,2.94633524508999
1937,7,3,4,0,0,4,1,1,0,3,771095.819741031,34374.307713922,138620.784831468,52715.8703263442,1239969.60442484,1622.09720161332,3,3.2,35,1,2,0,1,0,0,0,21.8761491758116,1103.32540104958,27,2,0,1,0,1,1,20.6178739749009,177178.819825263,4714.23076923077,673.461538461538,1473.19711538462,678,861.683333333333,23.3333333333333,1539.68333333333,96.8571428571429,211.875,219.954761904762,481.151041666667,0.246195152041193,6253.9141025641,12,0,0,0,50,38131553101,4.6599999666214,6715.8701171875,47011.08984375,5.23,3.96937935600606,4.23595344647093,4.25869845629781,4.21012415438024,3.89102042259011
1938,6,3,3,0,2,1,1,0,0,0,1209243.00950385,90423.3380700137,59358.9400594936,34167.0273677402,1190.72876030196,135.875494998093,3,2.9,63,1,2,0,1,0,0,1,20.007537384993,287964.403349353,58,2,0,0,1,0,1,20.7942047533053,202064.547779598,10831.1346153846,1805.1891025641,3734.87400530504,650,1136.08333333333,0,1786.08333333333,108.333333333333,224.137931034483,297.680555555556,615.890804597701,0.141559204302627,12617.2179487179,11,0,0,0,50,38131553101,4.44999998807907,6715.8701171875,40295.21875,4.28,3.43711744825158,3.8736679244165,3.89139936438726,3.87783181981785,3.36774966171892
1940,7,NA,NA,0,NA,NA,NA,0,0,0,971173.384397951,151.474603954702,73.480625571222,84751.571235578,3365.95329091341,150.284403544804,3,NA,58,1,2,0,0,1,0,1,23.5748168479237,237659.981851515,48,2,0,0,1,0,1,23.5515986140959,230709.050595766,2698.07692307692,385.43956043956,NA,435,1064.62857142857,97.9666666666667,1499.62857142857,62.1428571428571,NA,214.232653061224,NA,0.357249591090057,4197.70549450549,10,0,0,0,50,38131553101,4.92999991774559,6715.8701171875,40295.21875,5.12,3.44953418496876,4.43960904009822,4.43960904009822,4.41995973468281,3.25010345910854
1941,3,NA,NA,0,NA,NA,NA,0,0,0,2562.33407947914,92.5119309347826,23063.5831086462,361.989547107958,645.905976180501,23.0466275835415,3,NA,49,1,2,0,1,0,1,1,24.0476498716832,423.119656917752,38,2,0,1,0,0,1,25.7073925751855,2139.21442256139,6779.80769230769,2259.9358974359,NA,75,646.409523809524,10,721.409523809524,25,NA,240.469841269841,NA,0.0961723281735521,7501.21721611722,10,0,0,0,50,38610992401,1.85999995470047,6715.8701171875,13431.740234375,1.95,2.10243679586143,2.03561078340166,2.03561078340166,1.95770023934278,1.96623565328304
1942,5,NA,NA,0,NA,NA,NA,0,0,0,26017.8830994448,1382.91038467495,102.846927514032,708.598433381573,571562.552353341,254.913403949201,3,NA,61,1,2,0,0,1,0,1,17.8850156087409,254.142020425798,55,2,0,0,1,0,0,22.7690204622154,114.506234832328,762.942307692308,152.588461538462,NA,270,533.209523809524,61.2,803.209523809524,54,NA,160.641904761905,NA,0.512855463725571,1566.15183150183,12,0,0,0,50,38610992401,2.85999995470047,6715.8701171875,26863.48046875,3.16,2.415313881789,2.91566112266193,2.94907441423923,2.98466760214364,2.43343095433579
1943,3,2,1,0,1,0,0,0,0,6,271098.375405144,5353.57527677553,26438.6521884085,61812.1146156486,10952.5533137381,3234.16074491534,3,1.8,35,1,2,0,0,1,0,1,19.7695447050504,135512.537375622,28,2,0,1,0,0,0,23.2138375495648,98362.695039717,622.076923076923,207.358974358974,345.598290598291,75,452.666666666667,222.25,527.666666666667,25,41.6666666666667,175.888888888889,293.148148148148,0.458942908117752,1149.74358974359,9,0,0,0,50,38610992401,2.37999993562698,6715.8701171875,20147.609375,2.72,1.95090287764229,2.19937244745233,2.23278573902963,2.2405752884802,1.95529710151418
1944,2,2,0,0,0,0,0,0,0,6,23225.2807480897,5033.61440241007,571.516738971192,47.1889928586537,38197.6370379446,418.726836962599,3,1.5,63,1,2,0,0,1,0,1,17.0967353886768,242.566415914695,56,2,0,0,1,0,0,20.2557977510412,22982.7143321751,238.480769230769,119.240384615385,158.987179487179,375,0,270.428571428571,375,187.5,250,187.5,250,0.61126610451083,613.480769230769,8,0,0,0,50,38610992401,1.50999999046326,6715.8701171875,13431.740234375,1.44,1.42944491182109,1.71733495266793,1.71733495266793,1.74883609746874,1.36161864186658
1945,3,2,1,0,1,0,0,0,0,8,279542.899312645,5340.8507581981,12189.62689141,32893.8999278198,119.997848370714,10.1858382472374,3,1.8,46,1,2,0,1,0,0,1,18.4917521618002,99568.5832701269,33,2,0,1,0,0,1,22.7355096781122,102718.31116246,935.384615384615,311.794871794872,519.65811965812,61,587.82380952381,10,648.82380952381,20.3333333333333,33.8888888888889,216.274603174603,360.457671957672,0.409557100771835,1584.20842490843,9,0,0,0,50,38610992401,2.58999997377396,6715.8701171875,20147.609375,2.98,2.55408273956737,2.7639418110995,2.70455299854112,2.63222159525362,2.43335854410592
1946,8,NA,NA,NA,NA,NA,NA,1,0,0,4707264.12557008,43314.0812173491,177523.368849378,488063.923354391,838903.415630018,7371.0013774267,3,NA,27,1,2,0,1,0,0,1,21.8180368851952,1210840.23297299,20,2,0,1,0,0,0,26.544353201076,1224984.64225779,929.192307692308,116.149038461538,NA,1110,2006.14906832298,40,3116.14906832298,138.75,NA,389.518633540373,NA,0.770305588249866,4045.34137601529,12,0,0,0,50,38610992401,3.75999993085861,6715.8701171875,33579.3515625,3.85,3.62973617745922,3.64636129490272,3.64636129490272,3.53066395975459,3.41374666421187
1947,4,NA,NA,0,NA,NA,NA,0,0,0,1018293.64532207,116.579796439473,18697.4507510867,96984.5470692537,2713.65165699141,19.3324389078308,3,NA,58,1,2,0,0,1,0,1,20.8956041124481,360686.807291684,53,2,0,1,0,0,1,25.7379838751747,354751.104448298,1186.73076923077,296.682692307692,NA,158,422.666666666667,0,580.666666666667,39.5,NA,145.166666666667,NA,0.328543345640773,1767.39743589744,11,0,0,0,50,38610992401,2.5699999332428,6715.8701171875,20147.609375,2.57,2.72410270967094,2.70338999823161,2.70338999823161,2.5258757772835,2.48928708958851
1948,4,NA,NA,0,NA,NA,NA,0,0,0,2455.13988527725,3091.17912285714,29828.4436,5957.41980012554,23877.818688,975.400745826392,3,NA,51,1,2,0,1,0,0,0,21.2308655799305,898.85710821463,43,2,0,0,1,0,1,22.8937327310206,814.24559920144,1060.96153846154,265.240384615385,NA,35,489.314285714286,0,524.314285714286,8.75,NA,131.078571428571,NA,0.330740100693123,1585.27582417582,8,0,0,0,50,38610992401,2.46999996900558,6715.8701171875,20147.609375,2.08,2.08068414753135,2.25701195095368,2.25701195095368,2.16507836609991,1.8869984113478
1949,4,2,2,0,2,0,0,0,0,0,2665.25585584548,109.107512022016,47.2831582560834,448.189883416081,527.164431073774,29.7429005337035,3,2.1,33,1,2,0,1,0,0,0,NA,204.526737470971,29,2,0,1,0,0,0,23.5584575099945,400.3844180829,436.153846153846,109.038461538462,207.692307692308,120,0,32,120,30,57.1428571428571,30,57.1428571428571,0.215767634854772,556.153846153846,9,0,0,0,50,38610992401,2.37999993562698,6715.8701171875,20147.609375,2.72,1.03989123737982,2.33603711781734,2.36945040939464,2.36017999970144,1.07289724515302
1950,4,2,2,0,0,2,0,0,0,11,2366.240483979,64.9722370777871,43.5937357927492,406.389207744266,930.123231693902,39.7297032729829,3,2.1,40,1,2,0,1,0,0,1,21.3946108881623,630.543693533593,31,2,0,1,0,0,1,24.4682986738465,563.688844854857,961.480769230769,240.370192307692,457.847985347985,600,257.5,30.8333333333333,857.5,150,285.714285714286,214.375,408.333333333333,0.471417848118663,1818.98076923077,11,0,0,0,50,38610992401,3.04999995231628,6715.8701171875,26863.48046875,3.62,2.91708752931321,3.2000635126036,3.1915095956399,3.03298178639611,2.77501509667425
1951,4,NA,NA,NA,NA,NA,NA,0,0,0,34283.418222412,1595.51430273024,23711.8496335762,11607.8154593705,9605.78399722025,264.453046310865,3,NA,51,1,2,0,1,1,0,1,19.0368805503859,17580.1951595115,38,2,0,0,1,0,1,23.3732136110157,16703.2230629004,359.038461538462,89.7596153846154,NA,88,380.034285714286,32.1,468.034285714286,22,NA,117.008571428571,NA,0.565892525499039,827.072747252747,9,0,0,0,50,38610992401,1.85999995470047,6715.8701171875,13431.740234375,1.9,1.90649340912799,2.03561078340166,2.03561078340166,1.89605330228346,1.7412750139741
1952,3,NA,NA,0,NA,NA,NA,0,0,0,279.436580644395,4.06431588287489,8933.49360000001,21.3509884649512,122.078182608696,1.87137628078875,3,NA,53,1,2,0,0,1,0,1,20.3477798492552,125.746461289978,51,2,0,0,1,0,1,19.8004529297228,153.690119354417,1228.75,409.583333333333,NA,0,15,221,15,0,NA,5,NA,0.0120603015075377,1243.75,11,0,0,0,50,38610992401,1.85999995470047,6715.8701171875,13431.740234375,1.54,1.81146479066214,2.03561078340166,2.03561078340166,1.85135442137266,1.57484779358468
1953,3,2,1,0,1,0,0,0,0,2,949.864484223638,1172.88087496888,16995.6343911791,1674.20871784366,539439.101557138,336.971846741927,3,1.8,53,1,2,0,0,1,0,1,24.9121428121366,0,45,2,0,0,1,0,1,23.2429549380269,540.239701614942,919.115384615385,306.371794871795,510.619658119658,970,20.4,517.642857142857,990.4,323.333333333333,538.888888888889,330.133333333333,550.222222222222,0.518665630022922,1909.51538461538,7,0,0,0,50,38610992401,2.74999994039536,6715.8701171875,20147.609375,1.7,1.61126394438864,1.84935225149816,1.84935225149816,1.78027835415765,1.51746261824081
1954,4,3,1,0,0,1,1,1,0,0,949103.231475955,1946.5842448775,43524.6591993981,8769.48191690554,7517.40227687195,581.4747984534,3,2.3,38,1,2,0,1,0,1,0,23.5317100893317,449956.653037628,25,2,0,1,0,0,1,18.8910398488717,391145.178520149,1320,330,573.913043478261,668,415,60,1083,167,290.434782608696,270.75,470.869565217391,0.450686641697878,2403,11,0,0,0,50,38610992401,3.13999995589256,6715.8701171875,26863.48046875,2.89,2.10678512950921,2.24057743013052,2.29684116056332,2.25886125914537,2.14763405335204
1955,3,2,1,0,0,1,0,0,0,7,36907.2748068957,48.5900260206053,1832.19534339343,2140.2510314805,15352.4785849002,690.883673142009,3,1.8,35,1,2,0,1,0,0,1,18.1622048065282,36595.5299003618,31,2,0,1,0,0,1,17.4411897729624,140.51672383926,1078.46153846154,359.48717948718,599.145299145299,83,2,166.953333333333,85,27.6666666666667,46.1111111111111,28.3333333333333,47.2222222222222,0.0730578512396694,1163.46153846154,8,0,0,0,50,38610992401,2.53999996185303,6715.8701171875,20147.609375,2.8,2.37676792253894,2.72591237062867,2.65411472307723,2.5129014415302,2.22338996020906
1956,4,2,2,0,0,2,0,0,0,10,1875.15423950746,77.4354165065945,78.5597219965506,1485.15470571258,618.787706309991,18.2421028806594,3,2.1,35,1,2,0,1,0,0,1,20.1997800899181,501.030059076021,31,2,0,1,0,0,1,19.0328116112318,459.107014124276,843.269230769231,210.817307692308,401.556776556777,235,118.62,179.774358974359,353.62,58.75,111.904761904762,88.405,168.390476190476,0.295449228641427,1196.88923076923,11,0,0,0,50,38610992401,3.02999997138977,6715.8701171875,26863.48046875,3.52,2.81411008558846,3.14860140487096,3.07680375731953,2.95958439611147,2.67524433630065
1957,6,3,3,0,1,2,1,0,0,0,2778.89474548368,3520.54412307943,7003.20112997926,1494.84224805843,27613.669133491,676.211305997809,3,2.9,35,1,2,0,1,0,0,1,20.0415393598867,984.840787910697,31,2,0,1,0,0,1,17.9815607268183,648.545437895092,976.423076923077,162.737179487179,336.697612732095,380,1231.44761904762,0,1611.44761904762,63.3333333333333,131.034482758621,268.574603174603,555.671592775041,0.622692479016296,2587.8706959707,10,0,0,0,50,38610992401,4.35999995470047,6715.8701171875,40295.21875,3.73,2.91455919845183,3.414756448776,3.38470775037678,3.14150003400227,2.79419135678992
1958,5,3,2,0,1,1,1,0,0,7,789.575831739962,15.952,3.742,176.37,80.18,10.62,3,2.6,43,1,2,0,1,0,0,1,20.2510839852955,204.787915869981,41,2,0,0,1,0,1,25.7395091868235,166.787915869981,950.384615384615,190.076923076923,365.532544378698,105,748.21718426501,80,853.21718426501,21,40.3846153846154,170.643436853002,328.160455486542,0.473062947947135,1803.60179964963,9,0,0,0,50,38610992401,3.87999993562698,6715.8701171875,33579.3515625,4.03,3.46905506050417,3.74566183238076,3.74122865331528,3.60982211341497,3.32267668456347
1959,4,2,2,0,2,0,0,1,0,8,951997.549409942,84877.3419448916,48205.8918860503,41861.9100156585,727.35808811978,21.5314236599866,3,2.1,38,1,2,0,0,1,0,1,18.3502671934242,243575.321882295,32,2,0,0,1,0,1,21.5331610680448,233753.756080114,889.730769230769,222.432692307692,423.681318681319,290,675.311904761905,10,965.311904761905,72.5,138.095238095238,241.327976190476,459.672335600907,0.520371805077794,1855.04267399267,10,0,0,0,50,38610992401,3.28999996185303,6715.8701171875,26863.48046875,4.01,3.2166041685926,3.77761549043759,3.71309530005703,3.64732206780218,3.05163225305647
1960,6,NA,NA,0,NA,NA,NA,0,0,0,944.717945306514,24.762874666366,3666.2395722212,83.9869281656993,421.246294072753,640.38327208663,3,NA,63,1,2,0,0,1,0,1,16.4963206655508,241.553985020087,55,2,0,0,1,0,1,17.1682668904777,230.722434534448,774.961538461538,129.160256410256,NA,366,612.666666666667,60,978.666666666667,61,NA,163.111111111111,NA,0.558081048083461,1753.62820512821,9,0,0,0,50,38610992401,3.62999999523163,6715.8701171875,33579.3515625,2.41,2.2886954044109,2.71612052146136,2.80806878964915,2.78119464389676,2.19991225557762
1961,1,1,0,0,0,0,0,0,0,12,272.879713193117,2224.2022,18.5974,2860.75868,17819.80944,720.549029418903,3,1,68,2,3,0,0,1,0,1,15.2255082758464,272.879713193117,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.884615384615,192.884615384615,192.884615384615,90,1.2,133.25,91.2,90,90,91.2,91.2,0.321031112073867,284.084615384615,8,1,0,0,30,39078387018,0.610000014305115,4702.14013671875,4702.14013671875,0.51,0.64993396625702,0.804875953987641,0.804875953987641,0.805739250722756,0.613136020673378
1962,4,2,2,0,2,0,0,1,0,9,6520.80646712752,219.684451442308,161.480823557692,2859.81959423077,12915.5925302564,522.516088490162,3,2.1,41,1,2,0,0,1,0,1,16.0874563627746,2324.22971319312,32,2,0,1,0,0,1,18.4269489741378,1264.83537279175,392.134615384615,98.0336538461538,186.730769230769,670,397.586666666667,0,1067.58666666667,167.5,319.047619047619,266.896666666667,508.374603174603,0.731363363536383,1459.72128205128,11,0,0,0,30,39078387018,3.01999995112419,4702.14013671875,18808.560546875,3.69,2.74314508189827,3.17515492467213,3.22498089537301,3.26134961444748,2.69149011064835
1963,7,NA,NA,0,NA,NA,NA,0,0,0,5316.04053952755,184.830790254573,31.852541445413,111783.568422,1429.76447473946,23007.3676553608,3,NA,58,1,2,0,1,0,0,1,16.2359043213443,277.859579243457,46,2,0,0,1,0,1,22.2563971122218,229.93865637819,642.25,91.75,NA,193,788.733333333333,0,981.733333333333,27.5714285714286,NA,140.247619047619,NA,0.604521803384682,1623.98333333333,8,0,0,0,30,39078387018,4.84999990463257,4702.14013671875,28212.83984375,4.93,4.19786057979388,4.7580546254184,4.55568201183191,4.48868851436637,4.07608457607468
1964,9,NA,NA,NA,NA,NA,NA,1,0,0,4129.20554493308,274.14735,53569.580275,330.047508618182,2620.49877,20074.4258597475,3,NA,46,1,3,0,0,1,0,1,20.2754820936639,962.246070425878,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620.75,180.083333333333,NA,907,1743.75666666667,20,2650.75666666667,100.777777777778,NA,294.528518518519,NA,0.620567137902941,4271.50666666667,12,0,0,0,30,39078387018,4.41999995708466,4702.14013671875,28212.83984375,4.42,3.84425056555337,4.65663944363164,4.5848417960802,4.37758607797964,3.57528106140146
1965,5,2,3,0,2,1,0,0,0,6,548583.587761774,36928.3834197667,132.842951127946,724.542095443322,1950.51176556838,42.8631151644056,3,2.4,40,1,2,0,0,1,0,1,24.2665323554415,109318.136897897,33,2,0,0,1,0,1,18.3613283290422,102164.550125151,708.057692307692,141.611538461538,295.024038461539,410,554.666666666667,0,964.666666666667,82,170.833333333333,192.933333333333,401.944444444444,0.576703903121347,1672.72435897436,10,0,0,0,30,39078387018,3.94999998807907,4702.14013671875,23510.701171875,4.44,3.52295269926365,4.09787508244747,4.06490871904161,3.911063743467,3.33419705656484
1966,4,2,2,0,2,0,0,1,0,11,178778.771423595,10855.4690652651,7794.14882448371,172.283532454545,1025.84407944805,11.6478332566913,3,2.1,33,1,2,0,0,1,0,1,16.8829646485923,66597.2848606756,25,2,0,1,0,0,1,21.8456589847548,36647.6237300956,612.75,153.1875,291.785714285714,1063,6.66666666666667,7.25,1069.66666666667,265.75,506.190476190476,267.416666666667,509.365079365079,0.635791767794343,1682.41666666667,10,0,0,0,30,39078387018,2.88999995589256,4702.14013671875,18808.560546875,3.58,2.67652899660559,3.10424880573709,3.03003197752005,3.09182634279923,2.62129860391673
1967,5,4,1,0,1,0,2,1,0,2,166261.575137899,48522.0023477875,10045.298658425,35459.5071559459,1537999.51426616,32588.6102590362,3,2.8,53,1,2,0,0,1,0,1,20.1526879847164,31764.1315616989,48,2,0,0,1,0,1,21.4911867282496,44493.2584803574,2696.48076923077,539.296153846154,963.028846153846,893,283.233333333333,48,1176.23333333333,178.6,318.928571428571,235.246666666667,420.083333333333,0.303723255107976,3872.7141025641,12,0,0,0,30,39078387018,3.95999991893768,4702.14013671875,23510.701171875,3.75,3.52513707209937,3.63730581922479,3.63730581922479,3.53669067392491,3.29096129215244
1968,2,NA,NA,0,NA,NA,NA,0,0,0,50594.6595643689,2818.05126907216,20.556218814433,3681.75466364261,22549.1049024055,914.386612892831,3,NA,63,2,3,0,0,1,0,0,20.4244729694711,50594.6595643689,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.788461538462,101.394230769231,NA,128,0,95.25,128,64,NA,64,NA,0.386954246846114,330.788461538462,8,0,1,0,30,39078387018,0.610000014305115,4702.14013671875,4702.14013671875,0.51,0.707095020998349,0.804875953987641,0.804875953987641,0.805739250722756,0.655541457055139
1969,5,NA,NA,NA,NA,NA,NA,0,0,0,1553.86438368064,44.2135474685883,34.4141645982473,139158.801425124,969.304473227924,968.982630982948,3,NA,58,1,2,0,0,1,0,1,19.9401454778477,391.979626639275,53,2,0,0,1,0,1,20.6321194847678,898.085936513858,347.615384615385,69.5230769230769,NA,304,23.3333333333333,0,327.333333333333,60.8,NA,65.4666666666667,NA,0.484975116817992,674.948717948718,10,0,0,0,30,39078387018,2.88999992609024,4702.14013671875,14106.419921875,2.54,2.87983929027615,3.22149909522247,3.22149909522247,3.00919863128441,2.53660209686167
1970,3,3,0,0,0,0,1,0,0,6,77751.7637441726,3076.7210074382,294.13701152809,16354.3815113733,278.537131685393,401.596512954583,3,2,63,1,2,0,0,1,0,1,19.01861502943,77222.0002530775,58,2,0,0,1,0,1,20.9447041983882,377.317648398393,695.634615384615,231.878205128205,347.817307692308,380,25.4,83,405.4,126.666666666667,190,135.133333333333,202.7,0.368199141367036,1101.03461538462,10,0,1,0,30,39078387018,2.53999996185303,4702.14013671875,14106.419921875,2.44,2.31230775437191,2.68179238833308,2.68179238833308,2.71752998253445,2.23303228954671
1971,5,4,1,0,1,0,2,1,0,0,81722.8252643685,77.6243182926095,2478.92438503864,4558.55579037313,1072.57078928189,34.3848075680216,3,2.8,63,1,2,0,0,1,0,1,17.1367440774278,211.960667341506,58,2,0,1,0,0,1,16.7758634848738,130.507462227721,957.807692307692,191.561538461538,342.074175824176,1063,442.666666666667,19.075,1505.66666666667,212.6,379.642857142857,301.133333333333,537.738095238095,0.611196402829025,2463.47435897436,12,0,0,0,30,39078387018,3.72999995946884,4702.14013671875,23510.701171875,2.44,2.56605154500506,3.03755888187932,3.03755888187932,3.00919863128441,2.43036354824424
1973,3,2,1,0,1,0,0,0,0,8,52219.6409890087,2901.08398204883,42.2634195117323,264.892666368291,21519.6992684867,970.301410761549,3,1.8,33,1,2,0,0,1,0,0,23.4389974534734,51118.3989369025,28,2,0,1,0,0,1,27.0195693204269,542.53079416097,649.153846153846,216.384615384615,360.641025641026,450,104.416666666667,64,554.416666666667,150,250,184.805555555556,308.009259259259,0.460643278279904,1203.57051282051,11,0,0,0,30,39078387018,2.42999994754791,4702.14013671875,14106.419921875,2.87,2.2306783171347,2.28050460529238,2.37516051735753,2.37722895135354,2.19084017110604
1974,3,NA,NA,0,NA,NA,NA,0,0,0,358204.254247196,4120.92921434007,2760.42909044781,81123.9815136294,37414.0691284503,1298.81035211507,3,NA,51,1,2,0,0,1,0,1,22.6302092241785,215735.855883141,43,2,0,0,1,0,1,23.4570434570121,142468.398364055,311.846153846154,103.948717948718,NA,476,20,0,496,158.666666666667,NA,165.333333333333,NA,0.613978289849552,807.846153846154,10,0,0,0,30,39078387018,1.85999995470047,4702.14013671875,9404.2802734375,1.58,1.98124751161007,2.03561078340166,2.03561078340166,1.89605330228346,1.80728325479639
